flipkart_order_id,customer_id,product_id,order_timestamp,qty,price_per_unit,discount_percent,delivery_charges,payment_type,order_status
FLK7454158242360464,CUST_05235,PROD_418,22/01/2026 22:21,3,278.94,5,0.0,COD,Returned
FLK8668868312670676,CUST_05162,PROD_369,26/10/2025 16:27,3,9.86,5,0.0,Prepaid,Delivered
FLK8741386548275574,CUST_05481,PROD_617,06/12/2025 13:46,2,44.22,20,40.0,Prepaid,Delivered
FLK1637024860940298,CUST_08183,PROD_989,19/03/2025 16:38,3,169.42,0,40.0,Prepaid,Delivered
FLK3020166399323765,CUST_08643,PROD_411,15/10/2025 18:34,3,151.2,0,40.0,COD,Delivered
FLK6569964529769692,CUST_02719,PROD_340,15/10/2025 05:11,4,303.66,0,0.0,COD,Delivered
FLK4315649924958093,CUST_03448,PROD_221,20/08/2025 14:54,3,172.22,5,40.0,COD,Cancelled
FLK7684714238825365,CUST_03953,PROD_578,28/04/2026 11:59,3,227.42,20,40.0,Prepaid,Returned
FLK5017983769485178,CUST_08095,PROD_746,14/06/2025 14:08,2,36.73,0,40.0,Prepaid,Delivered
FLK5426391583847519,CUST_00876,PROD_002,10/04/2026 10:25,4,96.56,0,40.0,COD,Delivered
FLK8708863118831412,CUST_09903,PROD_174,13/06/2026 09:46,2,107.43,5,0.0,COD,Cancelled
FLK6053838000413568,CUST_08323,PROD_376,24/07/2025 09:51,3,76.19,5,40.0,Prepaid,Cancelled
FLK7068441577008114,CUST_03678,PROD_711,07/03/2025 09:22,2,172.56,15,0.0,COD,Delivered
FLK9444656429899872,CUST_05816,PROD_805,05/02/2026 14:04,1,94.53,15,40.0,COD,Returned
FLK5206000741216296,CUST_06795,PROD_761,01/12/2025 14:39,4,264.56,5,50.0,Prepaid,Cancelled
FLK2613559760122160,CUST_04354,PROD_271,27/03/2026 11:16,2,54.32,5,40.0,COD,Delivered
FLK4952522244406742,CUST_06177,PROD_107,09/06/2025 18:31,1,126.09,0,40.0,Prepaid,Cancelled
FLK5831395718912120,CUST_06242,PROD_819,04/11/2025 02:09,2,65.33,15,50.0,Prepaid,Delivered
FLK3489917328738295,CUST_03973,PROD_709,10/03/2026 03:53,1,13.34,15,50.0,COD,Cancelled
FLK6732379749775490,CUST_03326,PROD_025,07/06/2026 05:46,3,26.97,5,50.0,COD,Returned
FLK1833895023977568,CUST_06315,PROD_998,26/02/2026 17:22,4,279.61,0,50.0,COD,Delivered
FLK7151982229958352,CUST_04879,PROD_040,06/02/2026 17:09,4,255.58,0,0.0,COD,Returned
FLK9211182007728992,CUST_00199,PROD_454,29/05/2025 04:57,4,277.76,0,40.0,COD,Cancelled
FLK2571331062045774,CUST_06288,PROD_913,05/02/2025 05:12,1,145.71,20,50.0,COD,Delivered
FLK6731001068900614,CUST_02277,PROD_351,25/05/2026 06:45,1,43.54,20,40.0,Prepaid,Delivered
FLK4435470273004143,CUST_05766,PROD_846,14/03/2026 02:25,4,312.23,20,40.0,Prepaid,Delivered
FLK3582264340062874,CUST_02899,PROD_881,23/02/2025 09:55,4,109.38,20,0.0,Prepaid,Delivered
FLK8191008366173326,CUST_04847,PROD_254,27/06/2025 08:04,4,158.9,10,40.0,COD,Cancelled
FLK5285327606278139,CUST_09905,PROD_606,30/04/2025 07:26,3,46.2,5,0.0,COD,Returned
FLK8921922308286931,CUST_08316,PROD_610,03/05/2025 06:57,4,159.27,20,40.0,COD,Returned
FLK2011312675427567,CUST_07692,PROD_284,10/12/2025 10:31,1,242.76,15,0.0,Prepaid,Delivered
FLK6071877846952547,CUST_05845,PROD_685,01/05/2026 08:54,3,150.32,15,40.0,COD,Delivered
FLK1726709098823213,CUST_08314,PROD_838,19/03/2025 23:07,1,197.61,0,50.0,COD,Delivered
FLK4369110624210836,CUST_07421,PROD_469,02/01/2026 05:03,4,263.13,5,50.0,Prepaid,Delivered
FLK1677163353027607,CUST_08785,PROD_908,20/01/2026 04:40,2,105.72,5,0.0,Prepaid,Returned
FLK6062704756665839,CUST_03917,PROD_686,27/05/2025 19:11,2,97.98,15,50.0,Prepaid,Delivered
FLK2245254153950129,CUST_01690,PROD_712,21/05/2026 18:46,2,197.46,0,40.0,COD,Returned
FLK4930780727235273,CUST_04049,PROD_227,18/01/2026 06:27,4,249.33,5,40.0,COD,Delivered
FLK8171851712964597,CUST_08748,PROD_234,02/03/2025 05:27,3,90.09,0,50.0,COD,Cancelled
FLK9405173870181063,CUST_04369,PROD_303,01/12/2025 11:45,4,207.55,0,0.0,COD,Returned
FLK8334185357786692,CUST_08944,PROD_983,17/02/2025 14:25,1,148.23,15,0.0,Prepaid,Delivered
FLK1044383886277034,CUST_02705,PROD_085,23/12/2025 04:48,2,101.68,20,50.0,Prepaid,Delivered
FLK4376487680853684,CUST_05641,PROD_838,02/06/2026 15:08,4,197.61,5,40.0,Prepaid,Cancelled
FLK7471572930959628,CUST_08587,PROD_071,19/08/2025 23:29,2,195.55,0,0.0,Prepaid,Delivered
FLK1289549064976412,CUST_00640,PROD_260,09/05/2025 14:07,2,239.15,0,0.0,Prepaid,Delivered
FLK6644806686352046,CUST_07007,PROD_033,04/07/2025 10:37,1,48.78,15,0.0,Prepaid,Delivered
FLK7711127485639390,CUST_05283,PROD_335,29/08/2025 19:25,3,165.48,5,50.0,COD,Delivered
FLK3137814551764233,CUST_03077,PROD_107,08/01/2026 17:16,4,126.09,10,50.0,Prepaid,Delivered
FLK8262802148089406,CUST_04879,PROD_848,11/10/2025 06:53,1,127.6,5,40.0,COD,Delivered
FLK3786660741590451,CUST_06592,PROD_703,13/01/2026 08:33,3,264.19,0,0.0,COD,Delivered
FLK7753111236571271,CUST_02889,PROD_277,06/06/2026 02:17,1,203.3,0,40.0,COD,Returned
FLK3501395742713580,CUST_00958,PROD_696,22/06/2025 08:32,3,168.53,20,40.0,Prepaid,Returned
FLK1005375921932817,CUST_07440,PROD_875,04/02/2025 03:05,4,200.16,0,0.0,Prepaid,Delivered
FLK3276251343607593,CUST_03908,PROD_925,04/02/2026 07:20,4,266.32,0,40.0,COD,Delivered
FLK7968041523054571,CUST_00804,PROD_455,02/03/2026 05:10,3,79.36,0,0.0,Prepaid,Delivered
FLK2589558681782393,CUST_06846,PROD_482,10/01/2026 19:52,1,181.18,0,40.0,Prepaid,Delivered
FLK2857839946357143,CUST_09237,PROD_547,17/12/2025 03:27,3,195.88,0,0.0,Prepaid,Cancelled
FLK5418013220423658,CUST_03573,PROD_957,01/03/2026 04:15,3,264.84,10,50.0,COD,Returned
FLK1039940522087746,CUST_03396,PROD_247,27/05/2026 04:14,1,40.73,5,50.0,Prepaid,Returned
FLK8964854132860291,CUST_03935,PROD_860,21/12/2025 04:42,2,146.96,15,50.0,Prepaid,Delivered
FLK5943351539909356,CUST_08819,PROD_654,15/08/2025 18:33,1,110.38,10,50.0,COD,Delivered
FLK2494563182515498,CUST_09677,PROD_698,25/04/2025 13:57,2,46.34,10,40.0,COD,Delivered
FLK3151211694791059,CUST_01077,PROD_471,11/10/2025 10:30,1,179.6,15,40.0,Prepaid,Delivered
FLK7593710877044992,CUST_04325,PROD_132,24/02/2026 15:38,2,30.9,0,40.0,COD,Delivered
FLK2089206335142842,CUST_08290,PROD_309,05/10/2025 11:18,1,102.15,10,50.0,Prepaid,Delivered
FLK7290479186351640,CUST_00782,PROD_178,02/01/2026 10:54,1,70.54,10,50.0,Prepaid,Delivered
FLK3431872045593499,CUST_06422,PROD_439,05/11/2025 05:19,1,235.08,0,40.0,COD,Delivered
FLK7581484734511638,CUST_05145,PROD_323,10/03/2025 13:13,1,229.56,0,0.0,COD,Delivered
FLK4076844237404394,CUST_04949,PROD_801,25/11/2025 15:41,2,72.04,0,0.0,COD,Delivered
FLK8377377181864217,CUST_07991,PROD_388,17/01/2026 04:18,1,176.31,10,50.0,COD,Delivered
FLK4403842351203982,CUST_07037,PROD_445,02/10/2025 14:09,1,176.06,5,0.0,Prepaid,Returned
FLK5698289133570076,CUST_05787,PROD_981,10/06/2025 10:37,4,244.48,15,0.0,COD,Delivered
FLK5867658834256254,CUST_06098,PROD_911,11/08/2025 19:56,3,16.12,5,40.0,Prepaid,Delivered
FLK7416737837105833,CUST_01248,PROD_348,17/10/2025 16:54,1,284.59,20,0.0,COD,Delivered
FLK7513413726909021,CUST_08470,PROD_066,02/01/2026 12:42,4,190.22,15,0.0,Prepaid,Delivered
FLK3252405465462151,CUST_05590,PROD_976,16/03/2025 19:42,1,93.66,20,0.0,Prepaid,Cancelled
FLK3626732551765561,CUST_06261,PROD_054,02/02/2025 06:06,1,70.94,10,0.0,Prepaid,Cancelled
FLK1687089258519037,CUST_07754,PROD_379,29/03/2025 15:20,2,127.39,10,50.0,Prepaid,Delivered
FLK5032845008253462,CUST_02895,PROD_928,28/03/2026 07:12,4,253.85,20,40.0,COD,Cancelled
FLK9108901054502269,CUST_04872,PROD_890,27/04/2025 00:07,2,289.78,0,40.0,Prepaid,Delivered
FLK2680340627688713,CUST_09652,PROD_640,10/04/2025 11:38,4,173.6,15,0.0,Prepaid,Returned
FLK2917508010733007,CUST_02911,PROD_720,12/03/2025 02:34,3,94.86,5,50.0,Prepaid,Delivered
FLK5335457981204730,CUST_00423,PROD_347,23/08/2025 12:14,1,179.18,0,0.0,Prepaid,Delivered
FLK9635191412667452,CUST_04326,PROD_140,28/04/2026 10:35,2,137.28,10,40.0,Prepaid,Cancelled
FLK9393765008278791,CUST_07072,PROD_952,25/03/2026 12:24,3,172.2,20,40.0,Prepaid,Delivered
FLK4769475979421080,CUST_06946,PROD_038,02/07/2025 06:43,2,179.32,10,50.0,COD,Delivered
FLK6404945995943246,CUST_08116,PROD_421,11/08/2025 14:26,1,218.76,0,40.0,COD,Cancelled
FLK4597254976539533,CUST_01375,PROD_494,15/06/2026 19:38,1,173.21,10,50.0,COD,Delivered
FLK8075082155834899,CUST_03955,PROD_617,20/02/2025 01:54,1,44.22,0,50.0,COD,Returned
FLK2019487538276026,CUST_07870,PROD_186,07/02/2025 19:34,3,221.05,20,40.0,Prepaid,Delivered
FLK5359766125223896,CUST_01928,PROD_807,04/04/2026 07:20,4,96.09,0,50.0,COD,Delivered
FLK1106154439499407,CUST_09962,PROD_955,16/10/2025 17:43,3,53.54,0,40.0,COD,Returned
FLK6557886392163060,CUST_03803,PROD_426,11/10/2025 01:47,4,112.68,15,40.0,COD,Cancelled
FLK8911451323759249,CUST_08265,PROD_281,22/03/2025 20:42,2,46.21,20,0.0,Prepaid,Delivered
FLK2851695926177360,CUST_02329,PROD_045,21/04/2026 13:41,2,210.35,0,40.0,COD,Delivered
FLK9686998304425080,CUST_04186,PROD_150,10/04/2026 12:06,4,177.73,10,50.0,Prepaid,Delivered
FLK9492050457694352,CUST_08385,PROD_857,28/07/2025 21:17,4,179.44,0,40.0,COD,Returned
FLK7804745377544438,CUST_03139,PROD_045,02/01/2026 21:12,4,210.35,10,40.0,COD,Delivered
FLK3019614827262178,CUST_07380,PROD_995,28/03/2025 01:41,3,142.39,15,50.0,Prepaid,Delivered
FLK7251266985389683,CUST_00159,PROD_580,21/12/2025 16:57,3,27.77,0,50.0,Prepaid,Cancelled
FLK1371816012512909,CUST_07912,PROD_650,19/03/2026 12:57,4,212.15,15,40.0,Prepaid,Returned
FLK2074305141238782,CUST_01490,PROD_390,16/05/2026 19:01,1,247.5,15,0.0,Prepaid,Delivered
FLK9238351885136293,CUST_05131,PROD_872,06/07/2025 04:08,3,185.99,20,40.0,COD,Delivered
FLK4351402479081961,CUST_01863,PROD_972,29/08/2025 08:12,3,145.67,10,0.0,COD,Delivered
FLK1455137501174579,CUST_08907,PROD_206,10/02/2025 08:25,1,72.45,10,0.0,COD,Delivered
FLK1829749446009956,CUST_08807,PROD_168,14/01/2026 01:25,4,214.42,15,0.0,Prepaid,Cancelled
FLK3465311170138800,CUST_04416,PROD_216,04/05/2026 15:29,1,125.1,0,40.0,Prepaid,Cancelled
FLK4027525631652142,CUST_08555,PROD_286,03/10/2025 12:41,2,240.28,5,40.0,Prepaid,Cancelled
FLK8096336691514638,CUST_08195,PROD_023,17/04/2026 03:28,3,108.14,0,50.0,COD,Returned
FLK4153572312706142,CUST_09968,PROD_003,03/08/2025 04:28,1,145.45,0,40.0,Prepaid,Returned
FLK8364359738410901,CUST_08929,PROD_077,12/03/2026 18:08,3,94.15,10,0.0,COD,Delivered
FLK2290305278924585,CUST_06925,PROD_837,13/03/2026 14:42,2,180.36,0,0.0,COD,Delivered
FLK1542886240303445,CUST_02388,PROD_753,31/05/2026 06:06,2,55.35,5,40.0,COD,Delivered
FLK2970632537130032,CUST_02865,PROD_224,05/06/2026 11:29,4,104.2,0,50.0,Prepaid,Returned
FLK2859934131352886,CUST_02517,PROD_966,09/11/2025 11:50,2,63.29,15,40.0,Prepaid,Delivered
FLK2307610717406887,CUST_03364,PROD_217,04/01/2026 06:28,4,91.24,20,50.0,COD,Delivered
FLK8499355354379688,CUST_08585,PROD_412,10/05/2026 08:00,3,180.5,15,40.0,COD,Returned
FLK5656741140066257,CUST_08394,PROD_265,22/06/2025 15:11,1,93.56,10,0.0,COD,Delivered
FLK6707954258615837,CUST_08122,PROD_213,20/06/2025 17:50,4,88.72,5,50.0,COD,Delivered
FLK9063728458601113,CUST_07545,PROD_661,14/10/2025 16:16,2,224.34,0,50.0,Prepaid,Delivered
FLK2847789889608301,CUST_03512,PROD_156,26/06/2025 20:53,2,197.06,15,50.0,Prepaid,Cancelled
FLK1583115763410258,CUST_09724,PROD_643,14/04/2025 07:03,1,144.02,15,50.0,COD,Delivered
FLK5815917009900272,CUST_06062,PROD_114,31/05/2025 20:17,1,31.35,10,40.0,Prepaid,Returned
FLK8964979380664256,CUST_06709,PROD_249,30/04/2026 10:45,3,142.49,0,40.0,COD,Delivered
FLK5348097316870743,CUST_09284,PROD_585,21/03/2025 08:51,4,136.9,20,0.0,Prepaid,Cancelled
FLK5409285007747431,CUST_09846,PROD_224,26/05/2025 16:44,1,104.2,0,0.0,Prepaid,Delivered
FLK8781330312660629,CUST_06836,PROD_923,07/11/2025 06:39,3,134.16,10,40.0,COD,Delivered
FLK6691563345986969,CUST_06345,PROD_196,08/06/2026 20:47,3,205.6,0,50.0,COD,Delivered
FLK6000668224260637,CUST_05815,PROD_071,29/10/2025 12:30,4,195.55,0,0.0,Prepaid,Delivered
FLK3673235952576027,CUST_00154,PROD_602,27/11/2025 02:34,4,253.76,0,0.0,COD,Delivered
FLK9012839832094678,CUST_03926,PROD_111,20/05/2025 11:23,2,70.85,15,40.0,Prepaid,Delivered
FLK3093130394742165,CUST_07858,PROD_144,16/07/2025 17:09,2,33.26,15,50.0,Prepaid,Delivered
FLK6008584867986161,CUST_02806,PROD_194,04/02/2025 17:22,1,116.43,5,50.0,COD,Delivered
FLK6249511711700600,CUST_05628,PROD_522,20/05/2025 16:41,4,72.92,0,0.0,Prepaid,Delivered
FLK2387793325589601,CUST_08083,PROD_506,27/05/2025 10:03,2,196.81,0,0.0,COD,Delivered
FLK8787946306611441,CUST_05981,PROD_466,17/04/2025 13:45,3,92.68,20,50.0,Prepaid,Returned
FLK3476544180467113,CUST_09783,PROD_234,16/05/2026 16:26,1,90.09,0,0.0,COD,Delivered
FLK5605295255038977,CUST_05570,PROD_759,03/05/2026 04:59,1,91.94,10,0.0,Prepaid,Delivered
FLK8086982175486350,CUST_03645,PROD_071,01/12/2025 02:38,4,195.55,5,50.0,COD,Delivered
FLK3472933659396115,CUST_02744,PROD_189,31/05/2025 09:05,2,42.96,5,0.0,Prepaid,Delivered
FLK8926065773770723,CUST_00012,PROD_600,04/02/2025 00:34,2,236.69,20,40.0,Prepaid,Delivered
FLK4644435335907351,CUST_00136,PROD_781,23/08/2025 01:27,2,103.31,15,40.0,Prepaid,Cancelled
FLK7226612060647881,CUST_04167,PROD_775,04/03/2025 15:34,1,215.48,15,0.0,COD,Delivered
FLK8064671004454337,CUST_09844,PROD_194,20/03/2026 11:36,3,116.43,5,0.0,Prepaid,Delivered
FLK9346036226249659,CUST_05043,PROD_461,29/04/2025 15:45,3,65.58,20,50.0,Prepaid,Delivered
FLK9890431724606878,CUST_06306,PROD_146,16/11/2025 16:12,1,267.78,20,40.0,COD,Delivered
FLK4895470561668035,CUST_02110,PROD_901,05/07/2025 06:39,1,167.56,20,40.0,COD,Returned
FLK3553487430312669,CUST_02159,PROD_652,19/05/2025 03:51,2,37.33,10,50.0,COD,Cancelled
FLK9820468921569103,CUST_01543,PROD_213,08/06/2025 08:16,3,88.72,5,40.0,COD,Cancelled
FLK3686851851213375,CUST_07862,PROD_921,10/07/2025 22:26,4,15.47,0,40.0,COD,Returned
FLK8985882577459113,CUST_03105,PROD_837,01/10/2025 16:03,2,180.36,15,0.0,COD,Delivered
FLK6512652469751419,CUST_05223,PROD_382,16/12/2025 12:50,3,260.32,0,40.0,Prepaid,Delivered
FLK9485091846158445,CUST_09480,PROD_947,12/02/2025 22:20,1,173.7,0,50.0,COD,Cancelled
FLK7253683609392951,CUST_06073,PROD_221,02/06/2025 13:56,2,172.22,10,0.0,Prepaid,Cancelled
FLK5352950638553765,CUST_02137,PROD_321,15/01/2026 03:15,3,12.04,0,40.0,Prepaid,Delivered
FLK4105664757372075,CUST_00797,PROD_724,29/10/2025 23:54,1,111.96,5,0.0,COD,Delivered
FLK3594522809176647,CUST_03555,PROD_792,12/04/2026 17:12,4,59.18,10,40.0,COD,Delivered
FLK5025806226389501,CUST_06578,PROD_684,12/06/2026 08:24,2,259.37,20,40.0,Prepaid,Cancelled
FLK9305535164851705,CUST_04175,PROD_680,17/05/2025 01:33,3,128.27,15,50.0,COD,Delivered
FLK9527662637888149,CUST_00461,PROD_927,17/04/2025 06:14,2,167.04,0,40.0,Prepaid,Delivered
FLK8745343882331011,CUST_06214,PROD_824,04/03/2025 15:58,4,277.79,10,40.0,COD,Delivered
FLK9709306809909647,CUST_07114,PROD_218,18/12/2025 04:40,3,50.97,0,50.0,COD,Cancelled
FLK2911130680091312,CUST_01264,PROD_306,11/05/2026 04:07,1,145.33,10,50.0,Prepaid,Delivered
FLK2811435928393693,CUST_02794,PROD_867,02/07/2025 12:00,2,16.31,0,0.0,COD,Cancelled
FLK7037236992103153,CUST_09012,PROD_918,16/12/2025 23:06,2,178.2,0,40.0,Prepaid,Returned
FLK8956020052004656,CUST_09697,PROD_969,30/05/2026 21:09,2,130.5,15,50.0,COD,Returned
FLK5047495277645646,CUST_03203,PROD_520,06/01/2026 06:52,2,127.59,15,50.0,Prepaid,Returned
FLK5902408585507976,CUST_01563,PROD_840,28/07/2025 23:12,1,89.16,20,0.0,Prepaid,Cancelled
FLK5463237373262871,CUST_00568,PROD_165,03/01/2026 17:32,3,303.73,5,40.0,COD,Delivered
FLK3003369069899153,CUST_03827,PROD_104,10/08/2025 12:38,1,27.37,20,0.0,Prepaid,Returned
FLK9228314324027132,CUST_03681,PROD_942,21/05/2025 19:57,4,249.18,0,50.0,COD,Delivered
FLK8459725521062008,CUST_00356,PROD_131,26/07/2025 05:24,4,192.48,0,50.0,COD,Delivered
FLK1032555474482756,CUST_07151,PROD_900,14/08/2025 03:56,2,100.19,15,50.0,COD,Delivered
FLK7619026252713768,CUST_03343,PROD_925,18/05/2026 14:06,1,266.32,0,50.0,Prepaid,Cancelled
FLK4196284289524015,CUST_09614,PROD_419,04/05/2026 10:42,4,28.95,5,50.0,COD,Delivered
FLK5810777698135580,CUST_07242,PROD_106,17/06/2025 11:51,2,166.02,0,50.0,Prepaid,Delivered
FLK3137492347739203,CUST_09809,PROD_255,20/04/2025 09:48,2,268.59,15,0.0,Prepaid,Delivered
FLK6806655470609047,CUST_05815,PROD_422,23/05/2025 12:08,1,176.53,15,50.0,Prepaid,Returned
FLK4942805354960574,CUST_00441,PROD_929,28/03/2026 21:16,1,287.34,15,0.0,COD,Cancelled
FLK1977417199209889,CUST_00113,PROD_145,11/05/2026 14:37,4,199.79,20,50.0,COD,Delivered
FLK1571066598299038,CUST_09193,PROD_254,12/05/2025 05:29,3,158.9,15,40.0,COD,Cancelled
FLK4663047971946570,CUST_06706,PROD_118,29/03/2025 14:11,2,281.89,20,0.0,Prepaid,Cancelled
FLK5100173551309957,CUST_03698,PROD_062,11/12/2025 17:23,1,168.63,10,0.0,COD,Delivered
FLK5271099599502801,CUST_07814,PROD_752,28/03/2025 18:17,2,187.06,15,40.0,Prepaid,Returned
FLK9537308359063593,CUST_02708,PROD_319,19/04/2025 13:15,2,220.64,15,0.0,COD,Delivered
FLK1565825823832665,CUST_02317,PROD_928,25/06/2025 06:03,2,253.85,10,50.0,Prepaid,Delivered
FLK4716085054697967,CUST_01772,PROD_624,28/05/2025 23:51,3,227.44,20,0.0,COD,Cancelled
FLK8913496186206247,CUST_04887,PROD_576,24/03/2025 17:04,4,120.68,0,0.0,Prepaid,Cancelled
FLK6978960665900962,CUST_05382,PROD_508,30/03/2026 21:48,3,166.67,10,40.0,COD,Cancelled
FLK3190387804518329,CUST_02818,PROD_065,03/05/2025 11:12,3,35.84,20,40.0,Prepaid,Delivered
FLK7080085304634003,CUST_07122,PROD_887,21/05/2026 05:39,3,81.36,5,0.0,Prepaid,Cancelled
FLK7170789271422386,CUST_01113,PROD_452,08/04/2025 07:28,1,16.47,15,50.0,Prepaid,Cancelled
FLK4643477658618707,CUST_02706,PROD_687,26/11/2025 09:52,2,96.62,15,50.0,Prepaid,Delivered
FLK1224202696322369,CUST_00393,PROD_181,25/11/2025 02:33,2,207.46,0,0.0,COD,Delivered
FLK5429410246356237,CUST_08109,PROD_740,13/08/2025 07:27,1,34.59,0,50.0,Prepaid,Delivered
FLK7230031070011532,CUST_01385,PROD_834,16/08/2025 18:55,2,15.91,5,0.0,COD,Delivered
FLK2084527252711214,CUST_06908,PROD_351,17/03/2026 22:51,3,43.54,0,0.0,Prepaid,Delivered
FLK1142810926534286,CUST_08779,PROD_611,06/05/2025 06:26,3,195.71,10,50.0,Prepaid,Cancelled
FLK5300824476462445,CUST_08219,PROD_497,03/02/2025 23:53,4,96.58,20,0.0,COD,Cancelled
FLK3024457618560484,CUST_06057,PROD_412,16/05/2026 18:25,4,180.5,15,0.0,Prepaid,Delivered
FLK7345568734934506,CUST_02301,PROD_969,25/03/2026 07:34,1,130.5,10,50.0,COD,Cancelled
FLK7781684696611257,CUST_05363,PROD_196,01/01/2026 00:25,4,205.6,0,40.0,Prepaid,Delivered
FLK9623355361833799,CUST_07323,PROD_428,16/03/2026 16:28,2,160.75,0,50.0,COD,Delivered
FLK6443318143318396,CUST_06649,PROD_387,07/03/2025 11:30,3,83.57,15,50.0,COD,Delivered
FLK3904878631147148,CUST_01423,PROD_377,20/04/2025 02:10,3,34.9,15,50.0,Prepaid,Returned
FLK4013314956398883,CUST_07352,PROD_191,05/06/2025 09:49,1,85.93,0,40.0,COD,Cancelled
FLK4123961333180023,CUST_01478,PROD_936,23/12/2025 16:14,4,165.98,5,40.0,COD,Cancelled
FLK6837419235293075,CUST_07086,PROD_213,02/09/2025 04:03,3,88.72,10,40.0,COD,Delivered
FLK6473651316226597,CUST_05873,PROD_016,24/02/2025 05:48,2,63.64,15,50.0,Prepaid,Delivered
FLK5859613544439258,CUST_02843,PROD_783,18/08/2025 14:12,3,171.23,20,50.0,Prepaid,Returned
FLK3285238150226463,CUST_09537,PROD_191,02/12/2025 19:35,1,85.93,5,50.0,Prepaid,Cancelled
FLK2583819138812508,CUST_00482,PROD_318,22/07/2025 04:09,3,184.5,0,50.0,COD,Returned
FLK3875332057062654,CUST_07721,PROD_857,18/08/2025 00:15,4,179.44,5,40.0,Prepaid,Cancelled
FLK7635819766305147,CUST_07851,PROD_464,01/05/2026 21:50,1,101.02,0,50.0,Prepaid,Delivered
FLK8149972230939016,CUST_00009,PROD_580,17/07/2025 05:28,1,27.77,10,50.0,COD,Delivered
FLK4065593729328658,CUST_03391,PROD_726,12/03/2026 21:38,1,100.66,10,0.0,Prepaid,Delivered
FLK4715090745093690,CUST_03900,PROD_235,22/02/2026 03:52,4,130.6,0,50.0,Prepaid,Delivered
FLK8343247028077292,CUST_00162,PROD_003,18/07/2025 11:29,1,145.45,20,50.0,Prepaid,Delivered
FLK7302322172956914,CUST_04968,PROD_292,07/06/2026 21:15,4,25.68,5,50.0,Prepaid,Delivered
FLK8182669161874274,CUST_06881,PROD_841,20/11/2025 06:23,1,10.55,20,0.0,COD,Delivered
FLK3016060308075604,CUST_07995,PROD_399,18/05/2026 19:08,3,255.44,10,50.0,COD,Cancelled
FLK3113707274069075,CUST_03417,PROD_188,30/12/2025 23:30,2,255.01,5,0.0,COD,Returned
FLK6900559789881476,CUST_05336,PROD_227,01/05/2026 08:02,2,249.33,20,40.0,Prepaid,Delivered
FLK6794579266467311,CUST_04406,PROD_672,02/05/2025 11:19,2,28.15,10,40.0,Prepaid,Delivered
FLK8308628608922758,CUST_06838,PROD_232,22/11/2025 12:05,4,88.35,0,40.0,Prepaid,Cancelled
FLK2571718041623197,CUST_04397,PROD_381,19/07/2025 09:34,1,103.78,10,50.0,Prepaid,Delivered
FLK8326137126561310,CUST_09826,PROD_700,30/10/2025 00:47,1,98.93,0,0.0,Prepaid,Cancelled
FLK6420192890266082,CUST_00625,PROD_990,16/01/2026 04:51,4,197.46,15,50.0,Prepaid,Cancelled
FLK2580768947657925,CUST_09441,PROD_998,19/12/2025 14:44,2,279.61,15,50.0,Prepaid,Returned
FLK5761358399690277,CUST_04812,PROD_063,30/08/2025 08:03,3,191.4,0,50.0,COD,Returned
FLK6068951090517225,CUST_04182,PROD_948,16/01/2026 23:56,4,188.32,15,0.0,COD,Delivered
FLK3669872357589786,CUST_01877,PROD_442,25/04/2025 17:20,4,125.69,20,0.0,COD,Cancelled
FLK2083661456252632,CUST_07919,PROD_841,03/09/2025 15:00,3,10.55,0,40.0,Prepaid,Delivered
FLK9766390122441152,CUST_07331,PROD_776,11/02/2025 12:23,1,141.15,0,50.0,COD,Returned
FLK2315847870532026,CUST_02157,PROD_425,05/07/2025 15:13,4,152.39,0,40.0,Prepaid,Returned
FLK8371882234956974,CUST_09240,PROD_974,28/04/2026 17:57,4,96.37,5,0.0,COD,Delivered
FLK5947768338022039,CUST_03826,PROD_126,05/09/2025 15:45,2,118.48,10,0.0,Prepaid,Returned
FLK4322912620539176,CUST_09361,PROD_222,09/06/2026 12:02,1,239.85,10,0.0,COD,Returned
FLK5987096382784372,CUST_09227,PROD_351,16/06/2025 18:42,2,43.54,15,50.0,COD,Returned
FLK9322192196175312,CUST_06600,PROD_226,29/04/2025 07:22,4,179.27,0,50.0,COD,Returned
FLK5793321120905261,CUST_08127,PROD_266,29/04/2025 20:55,3,60.81,15,50.0,Prepaid,Delivered
FLK6723521503950254,CUST_09671,PROD_090,21/03/2025 03:16,3,106.64,15,50.0,COD,Cancelled
FLK6343768100280964,CUST_09625,PROD_498,28/04/2026 21:13,1,108.39,5,50.0,COD,Cancelled
FLK8413782219620990,CUST_08447,PROD_168,27/04/2025 08:32,1,214.42,10,0.0,COD,Delivered
FLK6164733503889381,CUST_01247,PROD_816,04/09/2025 12:30,1,108.73,20,0.0,COD,Delivered
FLK8866808484070235,CUST_03787,PROD_145,26/09/2025 21:28,3,199.79,0,40.0,COD,Returned
FLK7792581343976113,CUST_07608,PROD_175,17/08/2025 02:28,4,189.84,0,0.0,Prepaid,Delivered
FLK4869724631955182,CUST_02900,PROD_471,17/01/2026 23:19,2,179.6,5,0.0,COD,Cancelled
FLK8032519430627193,CUST_05038,PROD_481,24/01/2026 10:05,2,307.2,10,50.0,COD,Cancelled
FLK6119767103600424,CUST_09850,PROD_494,25/02/2025 10:18,2,173.21,0,0.0,Prepaid,Cancelled
FLK1000876701783681,CUST_04291,PROD_933,14/04/2025 10:51,3,137.91,0,50.0,Prepaid,Delivered
