product_id,stock_on_hand,reserved_stock,warehouse_location,restock_threshold,last_updated
PROD_857,463,34,WH-Delhi,19,2026-07-08 14:00:16
PROD_858,221,11,WH-Delhi,28,2026-07-08 07:00:16
PROD_859,441,14,WH-Delhi,48,2026-07-08 15:00:16
PROD_860,281,8,WH-London,57,2026-07-08 17:00:16
PROD_861,54,38,WH-Texas,31,2026-07-08 05:00:16
PROD_862,209,16,WH-Mumbai,40,2026-07-09 11:00:16
PROD_863,260,18,WH-Texas,32,2026-07-10 03:00:16
PROD_864,254,30,WH-Bangalore,15,2026-07-08 10:00:16
PROD_865,458,47,WH-Mumbai,49,2026-07-08 06:00:16
PROD_866,364,37,WH-London,26,2026-07-09 10:00:16
PROD_867,172,22,WH-Bangalore,57,2026-07-09 21:00:16
PROD_868,260,37,WH-Bangalore,45,2026-07-08 15:00:16
PROD_869,125,39,WH-Delhi,49,2026-07-10 04:00:16
PROD_870,271,7,WH-Mumbai,60,2026-07-10 00:00:16
PROD_871,405,40,WH-Mumbai,56,2026-07-09 11:00:16
PROD_872,425,11,WH-Bangalore,42,2026-07-09 22:00:16
PROD_873,81,20,WH-Delhi,60,2026-07-09 05:00:16
PROD_874,441,1,WH-Bangalore,31,2026-07-08 16:00:16
PROD_875,491,44,WH-Mumbai,44,2026-07-08 20:00:16
PROD_876,268,12,WH-Bangalore,40,2026-07-10 04:00:16
PROD_877,267,2,WH-Mumbai,33,2026-07-09 18:00:16
PROD_878,246,30,WH-Texas,44,2026-07-10 00:00:16
PROD_879,393,36,WH-Delhi,40,2026-07-10 01:00:16
PROD_880,406,37,WH-London,43,2026-07-09 05:00:16
PROD_881,14,10,WH-Mumbai,51,2026-07-09 09:00:16
PROD_882,152,21,WH-Texas,35,2026-07-09 04:00:16
PROD_883,353,16,WH-Texas,38,2026-07-08 17:00:16
PROD_884,163,6,WH-Texas,39,2026-07-08 14:00:16
PROD_885,55,30,WH-Delhi,50,2026-07-08 13:00:16
PROD_886,201,49,WH-London,17,2026-07-09 01:00:16
PROD_887,61,5,WH-London,35,2026-07-08 21:00:16
PROD_888,499,21,WH-Delhi,55,2026-07-09 16:00:16
PROD_889,442,15,WH-Mumbai,36,2026-07-09 09:00:16
PROD_890,232,41,WH-London,37,2026-07-09 02:00:16
PROD_891,498,23,WH-Mumbai,49,2026-07-09 03:00:16
PROD_892,86,23,WH-London,22,2026-07-09 22:00:16
PROD_893,397,3,WH-London,19,2026-07-08 23:00:16
PROD_894,104,16,WH-Delhi,16,2026-07-10 01:00:16
PROD_895,100,38,WH-Delhi,60,2026-07-08 13:00:16
PROD_896,491,21,WH-Mumbai,33,2026-07-09 12:00:16
PROD_897,377,8,WH-Bangalore,15,2026-07-08 05:00:16
PROD_898,462,24,WH-Delhi,30,2026-07-09 17:00:16
PROD_899,374,23,WH-Delhi,56,2026-07-08 10:00:16
PROD_900,194,18,WH-London,59,2026-07-10 04:00:16
PROD_901,120,19,WH-London,33,2026-07-09 18:00:16
PROD_902,406,28,WH-Bangalore,30,2026-07-09 02:00:16
PROD_903,355,25,WH-Texas,15,2026-07-08 21:00:16
PROD_904,251,5,WH-Texas,33,2026-07-08 21:00:16
PROD_905,199,45,WH-London,15,2026-07-09 02:00:16
PROD_906,203,14,WH-London,23,2026-07-09 09:00:16
PROD_907,153,45,WH-Delhi,42,2026-07-09 10:00:16
PROD_908,495,46,WH-Texas,60,2026-07-09 02:00:16
PROD_909,60,29,WH-Texas,29,2026-07-08 19:00:16
PROD_910,19,2,WH-Bangalore,46,2026-07-08 06:00:16
PROD_911,162,13,WH-Bangalore,31,2026-07-08 22:00:16
PROD_912,338,29,WH-Bangalore,15,2026-07-09 12:00:16
PROD_913,350,12,WH-Bangalore,59,2026-07-09 01:00:16
PROD_914,435,24,WH-Bangalore,23,2026-07-08 19:00:16
PROD_915,413,18,WH-Delhi,54,2026-07-09 12:00:16
PROD_916,56,12,WH-London,40,2026-07-09 00:00:16
PROD_917,173,7,WH-Texas,48,2026-07-08 12:00:16
PROD_918,327,42,WH-Mumbai,37,2026-07-10 00:00:16
PROD_919,492,18,WH-Bangalore,21,2026-07-09 18:00:16
PROD_920,165,43,WH-Texas,19,2026-07-08 06:00:16
PROD_921,206,31,WH-Mumbai,17,2026-07-09 15:00:16
PROD_922,15,7,WH-Mumbai,48,2026-07-10 00:00:16
PROD_923,286,31,WH-Delhi,45,2026-07-08 22:00:16
PROD_924,181,2,WH-London,43,2026-07-09 16:00:16
PROD_925,397,45,WH-Bangalore,33,2026-07-09 22:00:16
PROD_926,285,48,WH-Mumbai,55,2026-07-09 20:00:16
PROD_927,475,47,WH-Texas,29,2026-07-09 11:00:16
PROD_928,34,6,WH-Mumbai,48,2026-07-09 11:00:16
PROD_929,129,10,WH-Texas,31,2026-07-08 06:00:16
PROD_930,100,13,WH-Delhi,19,2026-07-09 14:00:16
PROD_931,186,26,WH-London,41,2026-07-10 00:00:16
PROD_932,127,1,WH-Bangalore,50,2026-07-09 14:00:16
PROD_933,16,10,WH-Mumbai,37,2026-07-09 09:00:16
PROD_934,426,18,WH-Texas,56,2026-07-08 22:00:16
PROD_935,83,28,WH-London,32,2026-07-08 11:00:16
PROD_936,194,47,WH-London,22,2026-07-09 21:00:16
PROD_937,59,39,WH-London,21,2026-07-08 20:00:16
PROD_938,345,46,WH-Mumbai,49,2026-07-09 11:00:16
PROD_939,486,25,WH-Mumbai,30,2026-07-08 14:00:16
PROD_940,124,25,WH-Bangalore,43,2026-07-09 04:00:16
PROD_941,477,35,WH-London,15,2026-07-09 15:00:16
PROD_942,133,22,WH-Texas,41,2026-07-08 07:00:16
PROD_943,365,32,WH-Texas,59,2026-07-09 11:00:16
PROD_944,16,8,WH-Texas,57,2026-07-08 14:00:16
PROD_945,444,17,WH-Mumbai,48,2026-07-08 11:00:16
PROD_946,466,17,WH-London,32,2026-07-09 14:00:16
PROD_947,14,8,WH-Mumbai,57,2026-07-09 07:00:16
PROD_948,215,31,WH-Delhi,31,2026-07-09 05:00:16
PROD_949,405,22,WH-Mumbai,49,2026-07-08 11:00:16
PROD_950,250,37,WH-London,47,2026-07-08 21:00:16
PROD_951,466,31,WH-Delhi,40,2026-07-08 08:00:16
PROD_952,410,19,WH-Texas,31,2026-07-08 20:00:16
PROD_953,120,16,WH-Bangalore,19,2026-07-08 15:00:16
PROD_954,196,38,WH-Texas,41,2026-07-09 01:00:16
PROD_955,497,24,WH-Bangalore,43,2026-07-08 05:00:16
PROD_956,454,22,WH-Texas,33,2026-07-09 06:00:16
PROD_957,334,13,WH-London,56,2026-07-09 16:00:16
PROD_958,193,42,WH-Bangalore,32,2026-07-09 06:00:16
PROD_959,376,25,WH-Delhi,25,2026-07-08 19:00:16
PROD_960,189,27,WH-London,19,2026-07-08 19:00:16
PROD_961,304,17,WH-London,37,2026-07-08 10:00:16
PROD_962,286,3,WH-London,51,2026-07-09 21:00:16
PROD_963,480,25,WH-London,53,2026-07-08 22:00:16
PROD_964,388,34,WH-Texas,33,2026-07-09 17:00:16
PROD_965,193,17,WH-London,26,2026-07-09 07:00:16
PROD_966,91,3,WH-Mumbai,49,2026-07-08 05:00:16
PROD_967,16,3,WH-Texas,50,2026-07-09 22:00:16
PROD_968,440,6,WH-Delhi,52,2026-07-09 15:00:16
PROD_969,68,11,WH-Delhi,51,2026-07-09 21:00:16
PROD_970,60,46,WH-Delhi,45,2026-07-09 20:00:16
PROD_971,100,15,WH-London,46,2026-07-09 08:00:16
PROD_972,44,28,WH-Texas,33,2026-07-08 10:00:16
PROD_973,391,43,WH-Mumbai,40,2026-07-09 08:00:16
PROD_974,183,40,WH-Delhi,60,2026-07-08 21:00:16
PROD_975,206,6,WH-Delhi,24,2026-07-09 00:00:16
PROD_976,11,0,WH-Delhi,41,2026-07-08 18:00:16
PROD_977,355,46,WH-Mumbai,55,2026-07-09 00:00:16
PROD_978,137,33,WH-London,44,2026-07-08 22:00:16
PROD_979,254,5,WH-Mumbai,53,2026-07-09 18:00:16
PROD_980,103,1,WH-London,59,2026-07-08 10:00:16
PROD_981,121,30,WH-Delhi,47,2026-07-08 12:00:16
PROD_982,409,13,WH-Texas,60,2026-07-08 21:00:16
PROD_983,269,42,WH-London,30,2026-07-08 08:00:16
PROD_984,439,17,WH-Delhi,16,2026-07-08 05:00:16
PROD_985,235,34,WH-Mumbai,19,2026-07-09 06:00:16
PROD_986,322,49,WH-London,38,2026-07-08 14:00:16
PROD_987,26,3,WH-Mumbai,59,2026-07-09 20:00:16
PROD_988,469,30,WH-Bangalore,47,2026-07-08 05:00:16
PROD_989,43,18,WH-London,23,2026-07-10 03:00:16
PROD_990,294,42,WH-Delhi,41,2026-07-09 05:00:16
PROD_991,474,24,WH-Mumbai,22,2026-07-09 13:00:16
PROD_992,44,0,WH-Bangalore,25,2026-07-09 17:00:16
PROD_993,41,0,WH-Mumbai,43,2026-07-09 08:00:16
PROD_994,283,33,WH-Mumbai,42,2026-07-09 05:00:16
PROD_995,235,23,WH-Mumbai,27,2026-07-09 06:00:16
PROD_996,484,20,WH-Mumbai,23,2026-07-09 16:00:16
PROD_997,260,41,WH-Delhi,28,2026-07-10 02:00:16
PROD_998,142,14,WH-Texas,49,2026-07-09 17:00:16
PROD_999,351,17,WH-Texas,54,2026-07-09 10:00:16
PROD_1000,412,45,WH-Mumbai,16,2026-07-08 18:00:16
